Sample	Title	Tissue	Ecotype	Genotype	Treatment	Project	TotalReads	UniqelyMappedRate	Unnamed: 9
SRX145599	ctr1-1 air 3-day, replicate 2	seedlings	Col-0	ctr1-1	--	SRP012592	30395294	0.8101	
SRX145601	ein2 S645A air 3-day replicate 1	seedlings	Col-0	ein2	--	SRP012592	29082199	0.8418	
SRX1469596	Col-0 4 hour air RNAseq, rep1	seedlings	Col-0	--	Mock	PRJNA305309	21288888	0.9044	
SRX1469689	Col-0 4 hour ethylene RNAseq, rep1	seedlings	Col-0	--	ethylene 4h	PRJNA305309	21121664	0.9037	
SRX1518946	Arabidopsis_hac1_mutant_senescence_080380_2	rosette leaf	Col-0	--	--	PRJNA308047	15294144	0.893	
SRX1518947	Arabidopsis_hac1_mutant_senescence_WT_1	rosette leaf	Col-0	--	--	PRJNA308047	12673567	0.8941	
SRX1518949	Arabidopsis_hac1_mutant_senescence_136314_1	rosette leaf	Col-0	--	--	PRJNA308047	30436624	0.7816	
SRX1520908	Arabidopsis iron sufficient and deficient leaves	leaves	Col-0	--	Mock	PRJNA307616	10138543	0.9253	
SRX1594279	lgo-2 rep. 1	sepal	Col-0	lgo-2	--	PRJNA312524	33257356	0.8723	
SRX1597284	WT_polyA_RNA_1	shoot	Col-0	wild type	--	PRJNA312431	43731338	0.9098	
SRX1597409	nuc1_polyA_RNA_1	shoot	Col-0	nuc1-2	--	PRJNA312431	46184089	0.9107	
SRX1623458	Col-0 P+R1	seedlings	Col-0	--	Mock	PRJNA314824	19695994	0.8713	
SRX1623460	Col-0 P-R1	seedlings	Col-0	--	Pi starvation	PRJNA314824	17947845	0.8736	
SRX1623464	hps5 P+R1	seedlings	Col-0	--	--	PRJNA314824	25604377	0.8339	
SRX1623466	hps5 P-R1	seedlings	Col-0	--	--	PRJNA314824	21151748	0.8347	
SRX1623468	ein3 P-R1	seedlings	Col-0	--	--	PRJNA314824	20623742	0.8266	
SRX1623470	ein3eil1 P-R1	seedlings	Col-0	--	--	PRJNA314824	21170339	0.8182	
SRX1639388	RNAseq of Arabidopsis thaliana : 3-7-1 rep1	seedlings	Col-0	--	--	PRJNA315353	24633062	0.9584	
SRX1639391	RNAseq of Arabidopsis thaliana : 45-3-1 rep1	seedlings	Col-0	--	--	PRJNA315353	23435720	0.917	
SRX1639393	RNAseq of Arabidopsis thaliana : ST rep1	seedlings	Col-0	--	--	PRJNA315353	25622611	0.9533	
SRX1639396	RNAseq of Arabidopsis thaliana : ST_3 rep1	seedlings	Col-0	--	--	PRJNA315353	22829345	0.925	
SRX1639998	RNA-seq_17c_15min_rep1	seedlings	Col-0	wild type	Mock	PRJNA315570	43743114	0.8977	
SRX1640000	RNA-seq_17c_1hr_rep1	seedlings	Col-0	wild type	Mock	PRJNA315570	26425428	0.7788	
SRX1640002	RNA-seq_17c_4hr_rep1	seedlings	Col-0	wild type	Mock	PRJNA315570	11075794	0.8786	
SRX1640004	RNA-seq_27c_15min_rep1	seedlings	Col-0	wild type	shiHt Hrom 17¡æ to 27¡æ 15min	PRJNA315570	28380142	0.8697	
SRX1640008	RNA-seq_27c_4hr_rep1	seedlings	Col-0	wild type	shiHt Hrom 17¡æ to 27¡æ 4h	PRJNA315570	52278787	0.8861	
SRX1651002	A. thalina 5 day seedling wt, bio replicate 1	seedlings	Col-0	wild type	--	PRJNA315850	33737347	0.8584	
SRX1651350	A. thaliana 5 day old seedling, myb11/myb12/myb111 triple mutant, bio replicate 2	seedlings	Col-0	myb11/myb12/myb111	--	PRJNA315850	33694209	0.8568	
SRX1657497	WT rep1	seedlings	Col-0	--	--	PRJNA316129	23276320	0.9332	
SRX1657500	acc1-5 rep1	seedlings	Col-0	--	--	PRJNA316129	22972003	0.935	
SRX1665979	Col-0-20-day-seedling Replicate 1	leaves	Col-0	--	--	PRJNA316333	6685288	0.9539	
SRX1665984	QQS-RNAi-20-day Rep 1	leaves	Col-0	--	--	PRJNA316333	6559432	0.953	
SRX1667997	Sample_R3-0 rep1	shoot apex	Col-0	--	--	PRJNA311774	26473658	0.8258	
SRX1671149	First pair leaves from Fe-sufficient Arabidopsis	leaves	Col-0	--	Mock	PRJNA307616	11872698	0.9364	
SRX1671153	Third pair leaves from Fe-sufficient Arabidopsis	leaves	Col-0	--	Mock	PRJNA307616	12040726	0.9227	
SRX1671196	First pair leaves from Fe- deficient Arabidopsis	leaves	Col-0	--	He-deHicient	PRJNA307616	12000000	0.9215	
SRX1671199	Second pair leaves from Fe-deficient Arabidopsis	leaves	Col-0	--	He-deHicient	PRJNA307616	12272458	0.9375	
SRX1671203	Third pair leaves from Fe-deficient Arabidopsis	leaves	Col-0	--	He-deHicient	PRJNA307616	11203644	0.9173	
SRX1688672	Wild-type1	aerial seedling	Col-0	wild type	Mock	PRJNA317804	42108453	0.9276	
SRX1688674	Heat 1	aerial seedling	Col-0	--	heat	PRJNA317804	39859346	0.9297	
SRX1700806	Drought main treatment, B.cinerea pre-treatment; 5 d after water withold; Biological replicate 1	leaves	Col-0	--	5d drought, B.cinerea pre-treatment	PRJNA315516	12277074	0.9243	
SRX1700820	Drought main treatment; 6 d after water withold; Biological replicate 1	leaves	Col-0	--	drought 6day	PRJNA315516	12742331	0.924	
SRX1700826	Drought main treatment, P.rapae pre-treatment; 6 d after water withold; Biological replicate 1	leaves	Col-0	--	6d drought,  P.rapae pre-treatment	PRJNA315516	13906383	0.9206	
SRX1700830	Drought main treatment, B.cinerea pre-treatment; 7 d after water withold; Biological replicate 1	leaves	Col-0	--	7d drought, B.cinerea pre-treatment	PRJNA315516	10616837	0.9304	
SRX1700836	Drought main treatment; 7 d after water withold; Biological replicate 1	leaves	Col-0	--	drought 7day	PRJNA315516	11699888	0.9268	
SRX1700844	Drought main treatment, P.rapae pre-treatment; 7 d after water withold; Biological replicate 1	leaves	Col-0	--	7d drought,  P.rapae pre-treatment	PRJNA315516	18036354	0.886	
SRX1700846	Drought main treatment, B.cinerea pre-treatment; 7 days after water withold + 1 d water recovery; Biological replicate 1	leaves	Col-0	--	Drought main treatment, B.cinerea pre-treatment; 7 days aHter water withold + 1 d water recovery.	PRJNA315516	10388659	0.9165	
SRX1700853	Control for Pieris main-treatment, 3h and for 7 days after water withhold + 1 d water recovery; Biological replicate 1	leaves	Col-0	--	Control Hor Pieris main-treatment, 3h and Hor 7 days aHter water withhold + 1 d water recovery.	PRJNA315516	12432053	0.9095	
SRX1700856	Drought main treatment; 7 days after water withold + 1 d water recovery; Biological replicate 1	leaves	Col-0	--	water recovery 1day (aHter 7day drought)	PRJNA315516	12723439	0.9165	
SRX1700863	Drought main treatment; 5 d after water withold; Biological replicate 1	leaves	Col-0	--	drought 5day	PRJNA315516	9984407	0.9197	
SRX1700864	Mock for B.cinerea pre-treatment; 7 days after water withold + 1 d water recovery; Biological replicate 1	leaves	Col-0	--	Mock Hor B.cinerea pre-treatment; 7 days aHter water withold + 1 d water recovery.	PRJNA315516	9696859	0.919	
SRX1700865	Mock for B.cinerea pre-treatment, Pieris main treatment, 3 h after infestation; Biological replicate 2	leaves	Col-0	--	Mock Hor B.cinerea pre-treatment, Pieris main treatment, 3 h aHter inHestation.	PRJNA315516	12820896	0.9193	
SRX1700872	Drought main treatment, P.rapae pre-treatment; 7 days after water withold + 1 d water recovery; Biological replicate 1	leaves	Col-0	--	Drought main treatment, P.rapae pre-treatment; 7 days aHter water withold + 1 d water recovery.	PRJNA315516	14461969	0.9173	
SRX1704982	B.cinerea main treatment, drought pre-treatment; 6 h after innoculation; Biological replicate 1	leaves	Col-0	--	B.cinerea main treatment, drought pre-treatment; 6 h aHter innoculation.	PRJNA315516	9755159	0.9125	
SRX1705024	P.rapae main treatment, B.cinerea pre-treatment; 12 h after infestation; Biological replicate 1	leaves	Col-0	--	P.rapae main treatment, B.cinerea pre-treatment; 12 h aHter inHestation.	PRJNA315516	16188062	0.9223	
SRX1705034	P.rapae main treatment, drought pre-treatment; 12 h after infestation; Biological replicate 1	leaves	Col-0	--	P.rapae main treatment, drought pre-treatment; 12 h aHter inHestation.	PRJNA315516	28473341	0.9221	
SRX1705045	B.cinerea main treatment, drought pre-treatment; 12 h after innoculation; Biological replicate 1	leaves	Col-0	--	B.cinerea main treatment, drought pre-treatment; 12 h aHter innoculation.	PRJNA315516	10918947	0.876	
SRX1705046	P.rapae main treatment, B.cinerea pre-treatment; 6 h after infestation; Biological replicate 2	leaves	Col-0	--	P.rapae main treatment, B.cinerea pre-treatment; 6 h aHter inHestation.	PRJNA315516	15118040	0.9169	
SRX1705065	P.rapae main treatment; 12 h after infestation; Biological replicate 1	leaves	Col-0	--	P.rapae main treatment; 12 h aHter inHestation.	PRJNA315516	13031098	0.9268	
SRX1705069	B.cinerea main treatment, P.rapae pre-treatment; 12 h after innoculation; Biological replicate 1	leaves	Col-0	--	B.cinerea main treatment, P.rapae pre-treatment; 12 h aHter innoculation.	PRJNA315516	10807441	0.8528	
SRX1705072	B.cinerea main treatment; 18 h after innoculation; Biological replicate 1	leaves	Col-0	--	B.cinerea main 18h	PRJNA315516	10342352	0.8769	
SRX1705079	B.cinerea main treatment, drought pre-treatment; 18 h after innoculation; Biological replicate 1	leaves	Col-0	--	B.cinerea main treatment, drought pre-treatment; 18 h aHter innoculation.	PRJNA315516	10649006	0.8359	
SRX1705094	B.cinerea main treatment, P.rapae pre-treatment; 18 h after innoculation; Biological replicate 1	leaves	Col-0	--	B.cinerea main treatment, P.rapae pre-treatment; 18 h aHter innoculation.	PRJNA315516	10303377	0.8659	
SRX1705097	B.cinerea main treatment; 24 h after innoculation; Biological replicate 1	leaves	Col-0	--	B.cinerea main 24h	PRJNA315516	11952699	0.8708	
SRX1705116	P.rapae main treatment, drought pre-treatment; 24 h after infestation; Biological replicate 1	leaves	Col-0	--	P.rapae main treatment, drought pre-treatment; 24 h aHter inHestation.	PRJNA315516	20724914	0.9171	
SRX1705122	B.cinerea main treatment, drought pre-treatment; 24 h after innoculation; Biological replicate 1	leaves	Col-0	--	B.cinerea main treatment, drought pre-treatment; 24 h aHter innoculation.	PRJNA315516	17506263	0.8096	
SRX1705132	P.rapae main treatment; 24 h after infestation; Biological replicate 1	leaves	Col-0	--	P.rapae main treatment; 24 h aHter inHestation.	PRJNA315516	15013568	0.9184	
SRX1705135	B.cinerea main treatment, P.rapae pre-treatment; 24 h after innoculation; Biological replicate 1	leaves	Col-0	--	B.cinerea main treatment, P.rapae pre-treatment; 24 h aHter innoculation.	PRJNA315516	10470810	0.8652	
SRX1712700	DEXp:mYFP plants infiltrated with dexamethasone, 0 h, rep1	leaves	Col-0	Col-0 DEXp:mYFP	Mock	PRJNA318880	22404856	0.8191	
SRX1712703	DEXp:mYFP plants infiltrated with dexamethasone, 2 h, rep1	leaves	Col-0	Col-0 DEXp:mYFP	dexamethasone_2h	PRJNA318880	29717868	0.8337	
SRX1712706	DEXp:mYFP plants infiltrated with dexamethasone, 4 h, rep1	leaves	Col-0	Col-0 DEXp:mYFP	dexamethasone_4h	PRJNA318880	25206244	0.8158	
SRX1712709	DEXp:mYFP plants infiltrated with dexamethasone, 6 h, rep1	leaves	Col-0	Col-0 DEXp:mYFP	dexamethasone_6h	PRJNA318880	26831663	0.8257	
SRX1712712	DEXp:mYFP plants infiltrated with dexamethasone, 8 h, rep1	leaves	Col-0	Col-0 DEXp:mYFP	dexamethasone_8h	PRJNA318880	26091517	0.8245	
SRX1712715	DEXp:MLACC-mYFP plants infiltrated with dexamethasone, 0 h, rep1	leaves	Col-0	Col-0 DEXp:MLACC-mYFP	--	PRJNA318880	23271840	0.8341	
SRX1712718	DEXp:MLACC-mYFP plants infiltrated with dexamethasone, 2 h, rep1	leaves	Col-0	Col-0 DEXp:MLACC-mYFP	--	PRJNA318880	23072876	0.8409	
SRX1712721	DEXp:MLACC-mYFP plants infiltrated with dexamethasone, 4 h, rep1	leaves	Col-0	Col-0 DEXp:MLACC-mYFP	--	PRJNA318880	22137594	0.8525	
SRX1712724	DEXp:MLACC-mYFP plants infiltrated with dexamethasone, 6 h, rep1	leaves	Col-0	Col-0 DEXp:MLACC-mYFP	--	PRJNA318880	27972955	0.8546	
SRX1712727	DEXp:MLACC-mYFP plants infiltrated with dexamethasone, 8 h, rep1	leaves	Col-0	Col-0 DEXp:MLACC-mYFP	--	PRJNA318880	29293005	0.8619	
SRX1712730	ppsdes plants infiltrated with dexamethasone, 0 h, rep1	leaves	Col-0	Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes)	--	PRJNA318880	25308796	0.8877	
SRX1712733	ppsdes plants infiltrated with dexamethasone, 2 h, rep1	leaves	Col-0	Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes)	--	PRJNA318880	23927502	0.8996	
SRX1712736	ppsdes plants infiltrated with dexamethasone, 4 h, rep1	leaves	Col-0	Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes)	--	PRJNA318880	23502759	0.8983	
SRX1712739	ppsdes plants infiltrated with dexamethasone, 6 h, rep1	leaves	Col-0	Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes)	--	PRJNA318880	23360864	0.909	
SRX1712742	ppsdes plants infiltrated with dexamethasone, 8 h, rep1	leaves	Col-0	Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes)	--	PRJNA318880	26470093	0.8655	
SRX1712745	DEXp:MLACC-mYFP ppsdes plants infiltrated with dexamethasone, 0 h,	leaves	Col-0	Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) DEXp:MLACC-mYFP	--	PRJNA318880	26070997	0.8594	
SRX1712748	DEXp:MLACC-mYFP ppsdes plants infiltrated with dexamethasone, 2 h,	leaves	Col-0	Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) DEXp:MLACC-mYFP	--	PRJNA318880	25523568	0.8769	
SRX1712751	DEXp:MLACC-mYFP ppsdes plants infiltrated with dexamethasone, 4 h,	leaves	Col-0	Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) DEXp:MLACC-mYFP	--	PRJNA318880	26166188	0.868	
SRX1712754	DEXp:MLACC-mYFP ppsdes plants infiltrated with dexamethasone, 6 h,	leaves	Col-0	Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) DEXp:MLACC-mYFP	--	PRJNA318880	23140132	0.9037	
SRX1712757	DEXp:MLACC-mYFP ppsdes plants infiltrated with dexamethasone, 8 h,	leaves	Col-0	Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) DEXp:MLACC-mYFP	--	PRJNA318880	25883319	0.8899	
SRX1712760	MLA1 expressing ppsdes plants unchallenged at 18hpi, replicate 1	lower leaf epidermis	Col-0	Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) 35S:MLA1-HA	--	PRJNA318879	26845797	0.9063	
SRX1712761	MLA1 expressing ppsdes plants challenged with Bgh K1 isolate at 12hpi, replicate 1	lower leaf epidermis	Col-0	Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) 35S:MLA1-HA	--	PRJNA318879	20293388	0.7789	
SRX1712762	MLA1 expressing ppsdes plants challenged with Bgh K1 isolate at 18hpi, replicate 1	lower leaf epidermis	Col-0	Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) 35S:MLA1-HA	--	PRJNA318879	22333895	0.7334	
SRX1712763	MLA1 expressing ppsdes plants challenged with Bgh K1 isolate at 24hpi, replicate 1	lower leaf epidermis	Col-0	Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) 35S:MLA1-HA	--	PRJNA318879	30846744	0.7967	
SRX1712764	MLA1 expressing ppsdes plants challenged with Bgh A6 isolate at 12hpi, replicate 1	lower leaf epidermis	Col-0	Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) 35S:MLA1-HA	--	PRJNA318879	24571639	0.8435	
SRX1712765	MLA1 expressing ppsdes plants challenged with Bgh A6 isolate at 18hpi, replicate 1	lower leaf epidermis	Col-0	Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) 35S:MLA1-HA	--	PRJNA318879	21313757	0.8424	
SRX1712766	MLA1 expressing ppsdes plants challenged with Bgh A6 isolate at 24hpi, replicate 1	lower leaf epidermis	Col-0	Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) 35S:MLA1-HA	--	PRJNA318879	20535618	0.8581	
SRX1712783	Col-0, 2h, rep1	leaves	Col-0	Col-0	--	PRJNA318878	31694553	0.9042	
SRX1712786	35S:RPS4, 2h, rep1	leaves	Col-0	Col-0 35S:RPS4-HS	--	PRJNA318878	32994254	0.9124	
SRX1714275	35S:RPS4, T0, rep1	leaves	Col-0	Col-0 35S:RPS4-HS	--	PRJNA318918	37384089	0.8704	
SRX1714278	35S:RPS4, 4h, rep1	leaves	Col-0	Col-0 35S:RPS4-HS	--	PRJNA318918	27139948	0.9089	
SRX1714281	35S:RPS4, 8h, rep1	leaves	Col-0	Col-0 35S:RPS4-HS	--	PRJNA318918	29042494	0.8764	
SRX1714284	Col-0, T0, rep1	leaves	Col-0	wild type	Mock	PRJNA318918	31818102	0.9201	
SRX1714287	Col-0, 4h, rep1	leaves	Col-0	wild type	28¡ãC to 19¡ãC 4h	PRJNA318918	30972007	0.8796	
SRX1714290	Col-0, 8h, rep1	leaves	Col-0	wild type	28¡ãC to 19¡ãC 8h	PRJNA318918	30578524	0.9028	
SRX1716761	CK2	root	Col-0	--	Mock	PRJNA319138	15805619	0.9184	
SRX1759230	WT_control	root	Col-0	wild type	--	PRJNA321477	30182167	0.7889	
SRX1759233	OTU5_control	root	Col-0	OUT5	--	PRJNA321477	29448997	0.8011	
SRX1759236	WT_low_Pi	root	Col-0	wild type	--	PRJNA321477	28611367	0.8059	
SRX1759239	OTU5_low_Pi	root	Col-0	OUT5	--	PRJNA321477	23740891	0.8091	
SRX1761475	Col-0 0h rep1	leaves	Col-0	--	Mock	PRJNA321559	2710822	0.8315	
SRX1761477	Col-0 2h HopAM1 rep1	leaves	Col-0	--	2h aHter inHiltration with HopAM1*	PRJNA321559	2486150	0.8444	
SRX1761483	Col-0 4h EV rep1	leaves	Col-0	--	4h aHter inHiltration with Empty vector*	PRJNA321559	1338295	0.846	
SRX1761490	Col-0 4h HopAM1 rep1	leaves	Col-0	--	4h aHter inHiltration with HopAM1*	PRJNA321559	1799415	0.8371	
SRX1761496	Col-0 6h EV rep1	leaves	Col-0	--	6h aHter inHiltration with Empty vector*	PRJNA321559	2686337	0.8278	
SRX1761503	Col-0 6h HopAM1 rep1	leaves	Col-0	--	6h aHter inHiltration with HopAM1*	PRJNA321559	2009212	0.8204	
SRX1761510	Col-0 8h EV rep1	leaves	Col-0	--	8h aHter inHiltration with Empty vector*	PRJNA321559	2086509	0.8388	
SRX1761516	Col-0 8h HopAM1 rep1	leaves	Col-0	--	8h aHter inHiltration with HopAM1*	PRJNA321559	1930744	0.8374	
SRX1761521	Col-0 2h EV rep2	leaves	Col-0	--	2h aHter inHiltration with Empty vector*	PRJNA321559	3253097	0.8362	
SRX1761524	Col-0 10h EV rep1	leaves	Col-0	--	10h aHter inHiltration with Empty vector*	PRJNA321559	2278605	0.8446	
SRX1761530	Col-0 10h HopAM1 rep1	leaves	Col-0	--	10h aHter inHiltration with HopAM1*	PRJNA321559	1801288	0.8553	
SRX1761537	Col-0 12h EV rep1	leaves	Col-0	--	12h aHter inHiltration with Empty vector*	PRJNA321559	2678464	0.8521	
SRX1761544	Col-0 12h HopAM1 rep1	leaves	Col-0	--	12h aHter inHiltration with HopAM1*	PRJNA321559	1473400	0.8455	
SRX1795639	Seedling Hypocotyl (S.H)	hypocotyl	Col-0	--	--	PRJNA314076	24701397	0.8722	
SRX1795648	Seedling Cotyledons (S.C)	cotyledon	Col-0	--	--	PRJNA314076	24442988	0.9034	
SRX1795653	Root Apex (R.A)	root apex	Col-0	--	--	PRJNA314076	24777217	0.8984	
SRX1795720	Root (R )	root	Col-0	--	--	PRJNA314076	25220183	0.8695	
SRX1795729	Leaf Petiole of the young leaf (L.PET.y)	leaf petiole	Col-0	--	--	PRJNA314076	33202776	0.7502	
SRX1795734	Leaf Lamina of the young leaf (L.LAM.y)	leaf blade	Col-0	--	--	PRJNA314076	23581358	0.8484	
SRX1795738	Leaf Petiole, intermediate 1 (L.PET.i1)	leaf petiole	Col-0	--	--	PRJNA314076	24944580	0.8583	
SRX1795740	Leaf Lamina, intermediate 1 (L.LAM.i1)	leaf blade	Col-0	--	--	PRJNA314076	33340975	0.8804	
SRX1795741	Leaf Petiole, intermediate 2 (L.PET.i2)	leaf petiole	Col-0	--	--	PRJNA314076	26103420	0.8679	
SRX1795742	Leaf Vein, intermediate 2 (L.VN.i2)	leaf midrib	Col-0	--	--	PRJNA314076	26650575	0.8597	
SRX1795744	Leaf Lamina, intermediate 2 (L.LAM.i2)	leaf blade	Col-0	--	--	PRJNA314076	25075794	0.8649	
SRX1795746	Leaf Petiole of the mature leaf (L.PET.lg)	leaf petiole	Col-0	--	--	PRJNA314076	22822490	0.8709	
SRX1795748	Leaf Vein of the mature leaf (L.VN.lg)	leaf midrib	Col-0	--	--	PRJNA314076	25009652	0.8492	
SRX1795749	Leaf Lamina of the mature leaf (L.LAM.lg)	leaf blade	Col-0	--	--	PRJNA314076	26993753	0.7906	
SRX1795750	Leaf, mature (L.lg)	leaves	Col-0	--	--	PRJNA314076	25661062	0.9215	
SRX1795751	Leaf Petiole of the senescent leaf (L.PET.sn)	leaf petiole	Col-0	--	--	PRJNA314076	24932863	0.9117	
SRX1795756	Leaf Vein of the senescent leaf (L.VN.sn)	leaf midrib	Col-0	--	--	PRJNA314076	26367808	0.8838	
SRX1795762	Opened Anthers (F.AN)	anther	Col-0	--	--	PRJNA314076	23453425	0.8407	
SRX1795769	Carpels of the mature flower (F.CA.ad)	carpels	Col-0	--	--	PRJNA314076	23783835	0.8362	
SRX1795774	Anthers of the mature flower (F.AN.ad)	anther	Col-0	--	--	PRJNA314076	23196621	0.8501	
SRX1795783	Stamen filaments of the mature flower (F.FM.ad)	stamen filament	Col-0	--	--	PRJNA314076	30866223	0.8031	
SRX1795791	Petals of the mature flower (F.PT.ad)	petal	Col-0	--	--	PRJNA314076	23989491	0.858	
SRX1795803	Sepals of the mature flower (F.SP.ad)	sepal	Col-0	--	--	PRJNA314076	23765968	0.8352	
SRX1795814	Carpels of the young flower (F.CA.y)	carpels	Col-0	--	--	PRJNA314076	25631418	0.8807	
SRX1795824	Anthers of the young flower (F.AN.y)	anther	Col-0	--	--	PRJNA314076	28651462	0.7765	
SRX1795837	Sepals of the young flower (F.SP.y)	sepal	Col-0	--	--	PRJNA314076	24982868	0.8513	
SRX1795852	Flower 1 (F1)	flower	Col-0	--	--	PRJNA314076	26478336	0.8691	
SRX1795861	Flower 2 (F2)	flower	Col-0	--	--	PRJNA314076	23804000	0.8444	
SRX1795871	Flower 3 (F3)	flower	Col-0	--	--	PRJNA314076	26110725	0.8933	
SRX1795883	Flower 4 (F4)	flower	Col-0	--	--	PRJNA314076	22742417	0.902	
SRX1795938	Flower 5 (F5)	flower	Col-0	--	--	PRJNA314076	24164042	0.8933	
SRX1795952	Flowers 6-8 (F6-8)	flower	Col-0	--	--	PRJNA314076	24764437	0.8792	
SRX1795953	Flowers 9-11 (F9-11)	flower	Col-0	--	--	PRJNA314076	27036642	0.9191	
SRX1795955	Flowers 12-14 (F12-14)	flower	Col-0	--	--	PRJNA314076	27220444	0.8969	
SRX1795956	Flowers 15-18 (F15-18)	flower	Col-0	--	--	PRJNA314076	29278619	0.7428	
SRX1795958	Flowers 19 and following (F19+)	inflorescence	Col-0	--	--	PRJNA314076	25449614	0.8895	
SRX1795961	Pedicel (PED)	pedicel	Col-0	--	--	PRJNA314076	23954061	0.8902	
SRX1795967	Axis of the inflorescence (AX)	Inflorescence axis	Col-0	--	--	PRJNA314076	24331374	0.9242	
SRX1795972	Internode (IN)	internode	Col-0	--	--	PRJNA314076	24020644	0.913	
SRX1795974	Pod of the silique 1 (POD1)	pod	Col-0	--	--	PRJNA314076	30255239	0.7598	
SRX1795976	Silique 2 (SL2)	siliques	Col-0	--	--	PRJNA314076	29934960	0.7511	
SRX1795997	Pod of the silique 5 (POD5)	pod	Col-0	--	--	PRJNA314076	27915428	0.7745	
SRX1795998	Silique 6 (SL6)	siliques	Col-0	--	--	PRJNA314076	28165339	0.7517	
SRX1796018	Pod of the silique 7 (POD7)	pod	Col-0	--	--	PRJNA314076	31230858	0.7513	
SRX1796030	Silique 8 (SL8)	siliques	Col-0	--	--	PRJNA314076	30873096	0.7464	
SRX1796042	Young seeds 1 (SD.y1)	seed	Col-0	--	--	PRJNA314076	25576292	0.8363	
SRX1796053	Young seeds 2 (SD.y2)	seed	Col-0	--	--	PRJNA314076	28131139	0.7812	
SRX1796065	Young seeds 3 (SD.y3)	seed	Col-0	--	--	PRJNA314076	27491378	0.8369	
SRX1796073	Young seeds 4 (SD.y4)	seed	Col-0	--	--	PRJNA314076	27335625	0.8547	
SRX1796085	Young seeds 5 (SD.y5)	seed	Col-0	--	--	PRJNA314076	26085742	0.8001	
SRX1796089	Ovules from 6th and 7th flowers (OV.y6-7)	ovule	Col-0	--	--	PRJNA314076	27002720	0.8229	
SRX1796146	Stigmatic tissue (STI)	stigma	Col-0	--	--	PRJNA314076	32241806	0.7669	
SRX1796153	Carpel of 6th and 7th flowers (POD.y6-7)	carpels	Col-0	--	--	PRJNA314076	30441905	0.8628	
SRX1796162	Dry Seeds (SD.d)	seed	Col-0	--	--	PRJNA314076	26702121	0.8825	
SRX1796178	Germinating seeds 1 (SD.g1)	seed	Col-0	--	--	PRJNA314076	38057923	0.7461	
SRX1796183	Germinating seeds 2 (SD.g2)	seed	Col-0	--	--	PRJNA314076	25250971	0.8338	
SRX1796187	Germinating seeds 3 (SD.g3)	seed	Col-0	--	--	PRJNA314076	25956210	0.8158	
SRX1796193	Pod of the senescent silique 1 (POD.sn1)	pod	Col-0	--	--	PRJNA314076	23922809	0.848	
SRX1796196	Senescent silique 2 (SL.sn2)	siliques	Col-0	--	--	PRJNA314076	25629144	0.7851	
SRX1796199	Senescent internode (IN.sn)	internode	Col-0	--	--	PRJNA314076	27479913	0.8162	
SRX1810837	B 16D - k17_ B 16D 1	leaves	Col-0	Mutant2 PID overexpression line P21	--	PRJNA323943	7948372	0.823	
SRX1837341	CEB1_root_Rep1	root	Col-0	--	--	PRJNA325158	33028630	0.9067	
SRX1837342	EV_inflorescence_Rep1	inflorescence	Col-0	--	--	PRJNA325158	32511030	0.9062	
SRX1881751	Cold 1 hour	leaves	Col-0	--	cold	PRJNA324514	39782302	0.9034	
SRX1881753	Cold 3 hours	leaves	Col-0	--	cold	PRJNA324514	27297258	0.9087	
SRX1881761	Cold 6 hours	leaves	Col-0	--	cold	PRJNA324514	25601261	0.9113	
SRX1881839	Cold 12 hours	leaves	Col-0	--	cold	PRJNA324514	36203588	0.9146	
SRX1881841	Cold 24 hours	leaves	Col-0	--	cold	PRJNA324514	43221967	0.8688	
