Sample,Title,Tissue,Ecotype,Genotype,Treatment,Project,TotalReads,UniqelyMappedRate,
GSM1930287,12-day-old wild type rep. 3,embryo,Col-0,wild type,--,PRJNA301162,24703332,0.9421,
GSM1930288,13-day-old wild type rep. 1,embryo,Col-0,wild type,--,PRJNA301162,26580816,0.9515,
GSM1930289,13-day-old wild type rep. 2,embryo,Col-0,wild type,--,PRJNA301162,29807940,0.9507,
GSM1930290,13-day-old wild type rep. 3,embryo,Col-0,wild type,--,PRJNA301162,33134012,0.9561,
GSM1930291,15-day-old wild type rep. 1,embryo,Col-0,wild type,--,PRJNA301162,26079876,0.9423,
GSM1930292,15-day-old wild type rep. 2,embryo,Col-0,wild type,--,PRJNA301162,33165585,0.9469,
GSM1930293,15-day-old wild type rep. 3,embryo,Col-0,wild type,--,PRJNA301162,24972404,0.9442,
GSM1930294,17-day-old wild type rep. 1,embryo,Col-0,wild type,--,PRJNA301162,33082367,0.9381,
GSM1930295,17-day-old wild type rep. 2,embryo,Col-0,wild type,--,PRJNA301162,29020783,0.9382,
GSM1930296,7-day-old mutant rep. 1,embryo,Col-0,val1 mutant,--,PRJNA301162,23827582,0.8502,
GSM1930297,7-day-old mutant rep. 2,embryo,Col-0,val1 mutant,--,PRJNA301162,10107113,0.8765,
GSM1930298,7-day-old mutant rep. 3,embryo,Col-0,val1 mutant,--,PRJNA301162,36583265,0.9377,
GSM1930299,8-day-old mutant rep. 1,embryo,Col-0,val1 mutant,--,PRJNA301162,57466770,0.9374,
GSM1930300,8-day-old mutant rep. 2,embryo,Col-0,val1 mutant,--,PRJNA301162,18466378,0.9498,
GSM1930301,8-day-old mutant rep. 3,embryo,Col-0,val1 mutant,--,PRJNA301162,18721691,0.9484,
GSM1930302,10-day-old mutant rep. 1,embryo,Col-0,val1 mutant,--,PRJNA301162,18529484,0.9559,
GSM1930303,10-day-old mutant rep. 2,embryo,Col-0,val1 mutant,--,PRJNA301162,37277389,0.9315,
GSM1930304,10-day-old mutant rep. 3,embryo,Col-0,val1 mutant,--,PRJNA301162,46708230,0.9465,
GSM1930305,12-day-old mutant rep. 1,embryo,Col-0,val1 mutant,--,PRJNA301162,67136023,0.9465,
GSM1930306,12-day-old mutant rep. 2,embryo,Col-0,val1 mutant,--,PRJNA301162,67136023,0.9219,
GSM1930307,12-day-old mutant rep. 3,embryo,Col-0,val1 mutant,--,PRJNA301162,30577559,0.9527,
GSM1930308,13-day-old mutant rep. 1,embryo,Col-0,val1 mutant,--,PRJNA301162,33947057,0.9602,
GSM1930309,13-day-old mutant rep. 2,embryo,Col-0,val1 mutant,--,PRJNA301162,32307677,0.9558,
GSM1930310,13-day-old mutant rep. 3,embryo,Col-0,val1 mutant,--,PRJNA301162,35912074,0.9545,
GSM1930311,15-day-old mutant rep. 1,embryo,Col-0,val1 mutant,--,PRJNA301162,28571578,0.9528,
GSM1930312,15-day-old mutant rep. 2,embryo,Col-0,val1 mutant,--,PRJNA301162,32389948,0.9501,
GSM1930313,15-day-old mutant rep. 3,embryo,Col-0,val1 mutant,--,PRJNA301162,26653651,0.9481,
GSM1930314,17-day-old mutant rep. 1,embryo,Col-0,val1 mutant,--,PRJNA301162,29751153,0.9477,
GSM1930315,17-day-old mutant rep. 2,embryo,Col-0,val1 mutant,--,PRJNA301162,31779063,0.9314,
GSM1930316,17-day-old mutant rep. 3,embryo,Col-0,val1 mutant,--,PRJNA301162,29142929,0.9455,
GSM1930763,Col-0 WT Rep1,inflorescence,Col-0,wild type,--,PRJNA301350,48751920,0.956,
GSM1930764,Col-0 WT Rep2,inflorescence,Col-0,wild type,--,PRJNA301350,38713257,0.937,
GSM1930834,WT_Sil_n1,siliques,Col-0,wild type,--,PRJNA352720,34540755,0.9182,
GSM1930835,WT_Sil_n2,siliques,Col-0,wild type,--,PRJNA352720,48415649,0.9368,
GSM1933894,RNA-Seq_WT-rep1,leaves,Col-0,wild type,--,PRJNA298628,14576871,0.1451,
GSM1933895,RNA-Seq_WT-rep2,leaves,Col-0,wild type,--,PRJNA298628,15980445,0.1236,
GSM1933896,RNA-Seq_atx-rep1,leaves,Col-0,atx3/4/5 mutant,--,PRJNA298628,17244752,0.1117,
GSM1933897,RNA-Seq_atx-rep2,leaves,Col-0,atx3/4/5 mutant,--,PRJNA298628,18122008,0.1335,
GSM1936676,S1_+P0_WT,shoot,Col-0,--,Mock,PRJNA301684,12329230,0.9438,
GSM1936677,S1_+P0_#04,shoot,Col-0,--,Mock,PRJNA301684,15967844,0.9422,
GSM1936678,S1_+P0_#12,shoot,Col-0,--,Mock,PRJNA301684,17520723,0.9435,
GSM1936679,S1_-P1_WT,shoot,Col-0,--,Pi starvation 1day,PRJNA301684,14170501,0.9453,
GSM1936680,S1_-P1_#04,shoot,Col-0,--,Pi starvation 1day,PRJNA301684,16784034,0.9366,
GSM1936681,S1_-P1_#12,shoot,Col-0,--,Pi starvation 1day,PRJNA301684,19186446,0.941,
GSM1936682,S1_-P3_WT,shoot,Col-0,--,Pi starvation 3day,PRJNA301684,15123371,0.9397,
GSM1936683,S1_-P3_#04,shoot,Col-0,--,Pi starvation 3day,PRJNA301684,15290096,0.9358,
GSM1936684,S1_-P3_#12,shoot,Col-0,--,Pi starvation 3day,PRJNA301684,16851119,0.9346,
GSM1936685,S2_+P0_WT,shoot,Col-0,--,Mock,PRJNA301684,13857409,0.9467,
GSM1936686,S2_+P0_#04,shoot,Col-0,--,Mock,PRJNA301684,13910461,0.9428,
GSM1936687,S2_+P0_#12,shoot,Col-0,--,Mock,PRJNA301684,12619178,0.9426,
GSM1936688,S2_-P1_WT,shoot,Col-0,--,Pi starvation 1day,PRJNA301684,12775292,0.9521,
GSM1936689,S2_-P1_#04,shoot,Col-0,--,Pi starvation 1day,PRJNA301684,13877491,0.9442,
GSM1936690,S2_-P1_#12,shoot,Col-0,--,Pi starvation 1day,PRJNA301684,16951629,0.9418,
GSM1936691,S2_-P3_WT,shoot,Col-0,--,Pi starvation 3day,PRJNA301684,16364225,0.9433,
GSM1936692,S2_-P3_#04,shoot,Col-0,--,Pi starvation 3day,PRJNA301684,12145448,0.9461,
GSM1936693,S2_-P3_#12,shoot,Col-0,--,Pi starvation 3day,PRJNA301684,12866871,0.9432,
GSM1936694,R1_+P0_WT,root,Col-0,--,Mock,PRJNA301684,15623785,0.9222,
GSM1936695,R1_+P0_#04,root,Col-0,--,Mock,PRJNA301684,16717302,0.9318,
GSM1936696,R1_+P0_#12,root,Col-0,--,Mock,PRJNA301684,16588692,0.9289,
GSM1936697,R1_-P1_WT,root,Col-0,--,Pi starvation 1day,PRJNA301684,16279027,0.9337,
GSM1936698,R1_-P1_#04,root,Col-0,--,Pi starvation 1day,PRJNA301684,20442647,0.924,
GSM1936699,R1_-P1_#12,root,Col-0,--,Pi starvation 1day,PRJNA301684,17875022,0.9031,
GSM1936700,R1_-P3_WT,root,Col-0,--,Pi starvation 3day,PRJNA301684,18800496,0.9303,
GSM1936701,R1_-P3_#04,root,Col-0,--,Pi starvation 3day,PRJNA301684,20404628,0.929,
GSM1936702,R1_-P3_#12,root,Col-0,--,Pi starvation 3day,PRJNA301684,21430305,0.9227,
GSM1936703,R2_+P0_WT,root,Col-0,--,Mock,PRJNA301684,14919382,0.8896,
GSM1936704,R2_+P0_#04,root,Col-0,--,Mock,PRJNA301684,12773858,0.7204,
GSM1936705,R2_+P0_#12,root,Col-0,--,Mock,PRJNA301684,12003451,0.8906,
GSM1936706,R2_-P1_WT,root,Col-0,--,Pi starvation 1day,PRJNA301684,12905998,0.9004,
GSM1936707,R2_-P1_#04,root,Col-0,--,Pi starvation 1day,PRJNA301684,16133749,0.9006,
GSM1936708,R2_-P1_#12,root,Col-0,--,Pi starvation 1day,PRJNA301684,16833301,0.8901,
GSM1936709,R2_-P3_WT,root,Col-0,--,Pi starvation 3day,PRJNA301684,16577697,0.9113,
GSM1936710,R2_-P3_#04,root,Col-0,--,Pi starvation 3day,PRJNA301684,14389763,0.8901,
GSM1936711,R2_-P3_#12,root,Col-0,--,Pi starvation 3day,PRJNA301684,14443961,0.9008,
GSM1936759,NC rep1,seedlings,Col-0,--,Mock,PRJNA301696,94567102,0.6771,
GSM1936760,NC rep2,seedlings,Col-0,--,Mock,PRJNA301696,59688802,0.6728,
GSM1936761,NC rep3,seedlings,Col-0,--,Mock,PRJNA301696,98467006,0.6788,
GSM1936762,ABA 1h rep1,seedlings,Col-0,--,ABA 1h,PRJNA301696,71706534,0.7138,
GSM1936763,ABA 1h rep2,seedlings,Col-0,--,ABA 1h,PRJNA301696,50596541,0.7253,
GSM1936764,ABA 1h rep3,seedlings,Col-0,--,ABA 1h,PRJNA301696,89234800,0.7171,
GSM1936765,ABA 3h rep1,seedlings,Col-0,--,ABA 3h,PRJNA301696,72769220,0.7485,
GSM1936766,ABA 3h rep2,seedlings,Col-0,--,ABA 3h,PRJNA301696,86315402,0.7481,
GSM1936767,ABA 3h rep3,seedlings,Col-0,--,ABA 3h,PRJNA301696,106690309,0.7434,
GSM1936768,Dehy 1h rep1,seedlings,Col-0,--,dehydration 1h,PRJNA301696,83278981,0.6913,
GSM1936769,Dehy 1h rep2,seedlings,Col-0,--,dehydration 1h,PRJNA301696,61654437,0.682,
GSM1936770,Dehy 1h rep3,seedlings,Col-0,--,dehydration 1h,PRJNA301696,104440862,0.6878,
GSM1936771,Dehy 3h rep1,seedlings,Col-0,--,dehydration 3h,PRJNA301696,72237780,0.6604,
GSM1936772,Dehy 3h rep2,seedlings,Col-0,--,dehydration 3h,PRJNA301696,89628367,0.6565,
GSM1936773,Dehy 3h rep3,seedlings,Col-0,--,dehydration 3h,PRJNA301696,92404059,0.6647,
GSM1938989,Col_mock_rep1,seedlings,Col-0,wild type,Mock,PRJNA302003,19836327,0.9298,
GSM1938990,Col_chitin_rep1,seedlings,Col-0,wild type,chitin,PRJNA302003,17422052,0.9365,
GSM1938991,mapkkk5_mock_rep1,seedlings,Col-0,mapkkk5,Mock,PRJNA302003,18925087,0.9307,
GSM1938992,mapkkk5_chitin_rep1,seedlings,Col-0,mapkkk5,chitin,PRJNA302003,20452007,0.9221,
GSM1938993,Col_mock_rep2,seedlings,Col-0,wild type,Mock,PRJNA302003,17811891,0.9311,
GSM1938994,Col_chitin_rep2,seedlings,Col-0,wild type,chitin,PRJNA302003,16724708,0.9322,
GSM1938995,mapkkk5_mock_rep2,seedlings,Col-0,mapkkk5,Mock,PRJNA302003,19698457,0.9316,
GSM1938996,mapkkk5_chitin_rep2,seedlings,Col-0,mapkkk5,chitin,PRJNA302003,19182735,0.926,
GSM1938997,Col_mock_rep3,seedlings,Col-0,wild type,Mock,PRJNA302003,18238332,0.9335,
GSM1938998,Col_chitin_rep3,seedlings,Col-0,wild type,chitin,PRJNA302003,21944695,0.9288,
GSM1938999,mapkkk5_mock_rep3,seedlings,Col-0,mapkkk5,Mock,PRJNA302003,17549002,0.9195,
GSM1939000,mapkkk5_chitin_rep3,seedlings,Col-0,mapkkk5,chitin,PRJNA302003,19529495,0.9298,
GSM1939312,Col-0 P+_1,root,Col-0,wild type,Mock,PRJNA302108,32334932,0.854,
GSM1939313,Col-0 P+_2,root,Col-0,wild type,Mock,PRJNA302108,37836429,0.8566,
GSM1939314,Col-0 P-_3,root,Col-0,wild type,Pi starvation,PRJNA302108,33138145,0.8446,
GSM1939315,Col-0 P-_4,root,Col-0,wild type,Pi starvation,PRJNA302108,37861017,0.8574,
GSM1939316,phl2 P-_5,root,Col-0,phl2,Pi starvation,PRJNA302108,12010127,0.8009,
GSM1939317,phl2 P-_6,root,Col-0,phl2,Pi starvation,PRJNA302108,41335507,0.8562,
GSM1942134,Col-0_RNAseq_1,leaves,Col-0,wild type,--,PRJNA302602,7793352,0.8443,
GSM1942135,Col-0_RNAseq_2,leaves,Col-0,wild type,--,PRJNA302602,9623760,0.8634,
GSM1942136,Col-0_RNAseq_3,leaves,Col-0,wild type,--,PRJNA302602,8706518,0.8659,
GSM1942137,met1_epiRIL_01_RNAseq_1,leaves,Col-0,met1 epiRIL 01,--,PRJNA302602,10389521,0.8416,
GSM1942138,met1_epiRIL_01_RNAseq_2,leaves,Col-0,met1 epiRIL 01,--,PRJNA302602,10054528,0.8733,
GSM1942139,met1_epiRIL_01_RNAseq_3,leaves,Col-0,met1 epiRIL 01,--,PRJNA302602,8987488,0.8889,
GSM1942140,WT_RNAseq_1,aerial seedling,Col-0,wild type,--,PRJNA302602,13636455,0.7959,
GSM1942141,WT_RNAseq_2,aerial seedling,Col-0,wild type,--,PRJNA302602,12369549,0.8025,
GSM1942142,WT_RNAseq_3,aerial seedling,Col-0,wild type,--,PRJNA302602,13201808,0.7999,
GSM1942143,met1_sdg78_RNAseq_1,aerial seedling,Col-0,met1/sdg7/sdg8,--,PRJNA302602,5382581,0.741,
GSM1942144,met1_sdg78_RNAseq_2,aerial seedling,Col-0,met1/sdg7/sdg8,--,PRJNA302602,8206780,0.793,
GSM1942145,met1_sdg78_RNAseq_3,aerial seedling,Col-0,met1/sdg7/sdg8,--,PRJNA302602,10075363,0.8263,
GSM1942146,met1_sdg78_RNAseq_4,aerial seedling,Col-0,met1/sdg7/sdg8,--,PRJNA302602,9565972,0.78,
GSM1942147,met1_sdg78_RNAseq_5,aerial seedling,Col-0,met1/sdg7/sdg8,--,PRJNA302602,12274512,0.8369,
GSM1945018,WT1,seedlings,Col-0,wild type,--,PRJNA302786,27192657,0.8761,
GSM1945019,WT2,seedlings,Col-0,wild type,--,PRJNA302786,29235696,0.8466,
GSM1945020,cob1,seedlings,Col-0,cob-6,--,PRJNA302786,27809394,0.8668,
GSM1945021,cob2,seedlings,Col-0,cob-6,--,PRJNA302786,26794499,0.8541,
GSM1945022,sfr1,seedlings,Col-0,sfr6-3,--,PRJNA302786,27045217,0.8633,
GSM1945023,sfr2,seedlings,Col-0,sfr6-3,--,PRJNA302786,29456423,0.8598,
GSM1945024,cobsfr1,seedlings,Col-0,cob-6sfr6-3,--,PRJNA302786,29048263,0.7769,
GSM1945025,cobsfr2,seedlings,Col-0,cob-6sfr6-3,--,PRJNA302786,38309614,0.7643,
GSM1948917,3 ¦ÌM DPMP_shoot_rep1,shoot,Col-0,wild type,DPMP,PRJNA303108,43439948,0.6329,
GSM1948918,3 ¦ÌM DPMP_shoot_rep2,shoot,Col-0,wild type,DPMP,PRJNA303108,23364748,0.8894,
GSM1948919,3 ¦ÌM DPMP_root_rep1,root,Col-0,wild type,DPMP,PRJNA303108,90975530,0.3806,
GSM1948920,3 ¦ÌM DPMP_root_rep2,root,Col-0,wild type,DPMP,PRJNA303108,29294822,0.7493,
GSM1948921,Mock_shoot_rep1,shoot,Col-0,wild type,Mock,PRJNA303108,45673944,0.343,
GSM1948922,Mock_shoot_rep2,shoot,Col-0,wild type,Mock,PRJNA303108,28117736,0.4131,
GSM1948923,Mock_root_rep1,root,Col-0,wild type,Mock,PRJNA303108,36222121,0.5594,
GSM1948924,Mock_root_rep2,root,Col-0,wild type,Mock,PRJNA303108,13935375,0.5683,
GSM1954212,Arabidopsis thaliana_root_Col-ABA,root,--,wild type,--,PRJNA304022,24832547,0.862,
GSM1954213,Arabidopsis thaliana_root_Col+ABA,root,--,wild type,--,PRJNA304022,3356915,0.7684,
GSM1954214,Arabidopsis thaliana_root_bin2-1,root,--,bin2-1,--,PRJNA304022,24895364,0.8474,
GSM1954215,Arabidopsis thaliana_root_bzr1-D/bin2-1,root,--,bzr1-D/bin2-1,--,PRJNA304022,28783570,0.8865,
GSM1954216,Arabidopsis thaliana_root_Col-ABA,root,--,wild type,--,PRJNA304022,26563500,0.8393,
GSM1954217,Arabidopsis thaliana_root_Col+ABA,root,--,wild type,--,PRJNA304022,26773526,0.8574,
GSM1954218,Arabidopsis thaliana_root_bin2-1,root,--,bin2-1,--,PRJNA304022,24792329,0.8448,
GSM1954219,Arabidopsis thaliana_root_bzr1-D/bin2-1,root,--,bzr1-D/bin2-1,--,PRJNA304022,28616386,0.8595,
GSM1955352,clf29swn21_RNAseq_rep2,aerial seedling,Col-0,--,--,PRJNA279505,27724678,0.5368,
GSM1955353,swn_RNAseq_rep2,aerial seedling,Col-0,--,--,PRJNA279505,35264235,0.9453,
GSM1955414,WT1,whole plant,Col-0,wild type,--,PRJNA304316,15908163,0.5669,
GSM1955415,WT2,whole plant,Col-0,wild type,--,PRJNA304316,15038472,0.5477,
GSM1955416,A8-1,whole plant,Col-0,VaERF73 overexpressing Arabidopsis,--,PRJNA304316,15342536,0.5411,
GSM1955417,A8-2,whole plant,Col-0,VaERF73 overexpressing Arabidopsis,--,PRJNA304316,15162780,0.5267,
GSM1958067,wild type 1,whole plant,Col-0,wild type,--,PRJNA304437,30461336,0.9154,
GSM1958068,wild type 2,whole plant,Col-0,wild type,--,PRJNA304437,32004668,0.914,
GSM1958069,wild type 3,whole plant,Col-0,wild type,--,PRJNA304437,29786529,0.9176,
GSM1958070,fip37-4 LEC1:FIP37 1,whole plant,Col-0,fip37-4 LEC1,--,PRJNA304437,32560470,0.8951,
GSM1958071,fip37-4 LEC1:FIP37 2,whole plant,Col-0,fip37-4 LEC1,--,PRJNA304437,37112519,0.9071,
GSM1958072,fip37-4 LEC1:FIP37 3,whole plant,Col-0,fip37-4 LEC1,--,PRJNA304437,26920785,0.9117,
GSM1961118,b1_control,leaves,Avr/L18,Avr/L18,Mock,PRJNA304946,11658949,0.786,
GSM1961119,b2_control,leaves,Avr/L18,Avr/L18,Mock,PRJNA304946,15611991,0.7852,
GSM1961120,b3_control,leaves,Avr/L18,Avr/L18,Mock,PRJNA304946,18191725,0.8045,
GSM1961121,b4_HR,leaves,Avr/L18,Avr/L18,DEX treat,PRJNA304946,15139464,0.824,
GSM1961122,b5_HR,leaves,Avr/L18,Avr/L18,DEX treat,PRJNA304946,17612197,0.8164,
GSM1961123,b6_HR,leaves,Avr/L18,Avr/L18,DEX treat,PRJNA304946,18625630,0.7889,
GSM1970383,WT control,seedlings,Col-0,wild type,unstressed control,PRJNA305733,6093558,0.7805,
GSM1970384,WT stress,seedlings,Col-0,wild type,stress,PRJNA305733,10951227,0.791,
GSM1970385,WT stress release,seedlings,Col-0,wild type,stress release,PRJNA305733,11117035,0.7368,
GSM1970386,aba2-1 control,seedlings,Col-0,aba2-1,unstressed control,PRJNA305733,7096137,0.7703,
GSM1970387,aba2-1 stress,seedlings,Col-0,aba2-1,stress,PRJNA305733,15130933,0.7623,
GSM1970388,aba2-1 stress release,seedlings,Col-0,aba2-1,stress release,PRJNA305733,12916965,0.7842,
GSM1970389,p5cs1-4 control,seedlings,Col-0,p5cs1-4,unstressed control,PRJNA305733,23406774,0.7758,
GSM1970390,p5cs1-4 stress,seedlings,Col-0,p5cs1-4,stress,PRJNA305733,18674880,0.7924,
GSM1970391,p5cs1 stress release,seedlings,Col-0,p5cs1-4,stress release,PRJNA305733,9005731,0.7787,
GSM1970976,Col-0 mRNA-seq replicate 1,14DAG seedlings,Col-0,wild type,--,PRJNA305860,8189222,0.9458,
GSM1970977,At rz-1b At rz-1c mRNA-seq replicate 1,14DAG seedlings,Col-0,At rz-1b At rz-1c double mutant,--,PRJNA305860,8564746,0.933,
GSM1970978,Col-0 mRNA-seq replicate 2,14DAG seedlings,Col-0,wild type,--,PRJNA305860,5531361,0.8365,
GSM1970979,At rz-1b At rz-1c mRNA-seq replicate 2,14DAG seedlings,Col-0,At rz-1b At rz-1c double mutant,--,PRJNA305860,5214799,0.8276,
GSM1971445,Control 1 Lane 1,leaves,Shahdara,control,--,PRJNA305890,11730709,0.8823,
GSM1971446,Control 1 Lane 2,leaves,Shahdara,control,--,PRJNA305890,12030329,0.8801,
GSM1971447,Control 2 Lane 1,leaves,Shahdara,control,--,PRJNA305890,12287566,0.8465,
GSM1971448,Control 2 Lane 2,leaves,Shahdara,control,--,PRJNA305890,12656891,0.8443,
GSM1971449,Control 3 Lane 1,leaves,Shahdara,control,--,PRJNA305890,26698304,0.875,
GSM1971450,Control 3 Lane 2,leaves,Shahdara,control,--,PRJNA305890,27005601,0.877,
GSM1971451,IAA26-P108H-GFP 1 Lane 1,leaves,Shahdara,auxin resistant pIAA26,--,PRJNA305890,10581143,0.8763,
GSM1971452,IAA26-P108H-GFP 1 Lane 2,leaves,Shahdara,auxin resistant pIAA26,--,PRJNA305890,10849336,0.8744,
GSM1971453,IAA26-P108H-GFP 2 Lane 1,leaves,Shahdara,auxin resistant pIAA26,--,PRJNA305890,13392470,0.8696,
GSM1971454,IAA26-P108H-GFP 2 Lane 2,leaves,Shahdara,auxin resistant pIAA26,--,PRJNA305890,13636708,0.8677,
GSM1971455,IAA26-P108H-GFP 3 Lane 1,leaves,Shahdara,auxin resistant pIAA26,--,PRJNA305890,31848381,0.8771,
GSM1971456,IAA26-P108H-GFP 3 Lane 2,leaves,Shahdara,auxin resistant pIAA26,--,PRJNA305890,32340197,0.8785,
GSM1972495,Ws ecotype Arabidopsis seed 15daf,seed,Wassilewskija,wild type,--,PRJNA306014,6441380,0.2603,
GSM1972496,Ws ecotype Arabidopsis seed 17daf,seed,Wassilewskija,wild type,--,PRJNA306014,5562550,0.2631,
GSM1972497,Ws ecotype Arabidopsis seed 21daf,seed,Wassilewskija,wild type,--,PRJNA306014,7275259,0.2623,
GSM1972498,lec1-1 mutant Arabidopsis seed 15daf,seed,Wassilewskija,lec1-1 mutant Arabidopsis seed 15daf,--,PRJNA306014,8907428,0.2643,
GSM1972499,lec1-1 mutant Arabidopsis seed 17daf,seed,Wassilewskija,wild type,--,PRJNA306014,6664483,0.2529,
GSM1972500,lec1-1 mutant Arabidopsis seed 21daf,seed,Wassilewskija,lec1-1 mutant Arabidopsis seed 21daf,--,PRJNA306014,6317389,0.2314,
GSM1972501,lec2-1 mutant Arabidopsis seed 15daf,seed,Wassilewskija,lec2-1 mutant Arabidopsis seed 15daf,--,PRJNA306014,6469212,0.2696,
GSM1972502,lec2-1 mutant Arabidopsis seed 17daf,seed,Wassilewskija,lec2-1 mutant Arabidopsis seed 17daf,--,PRJNA306014,6895879,0.2556,
GSM1972503,lec2-1 mutant Arabidopsis seed 21daf,seed,Wassilewskija,lec2-1 mutant Arabidopsis seed 21daf,--,PRJNA306014,8499125,0.2615,
GSM1972504,Ler ecotype Arabidopsis seed 15daf,seed,Ler,wild type,--,PRJNA306014,8408818,0.2675,
GSM1972505,Ler ecotype Arabidopsis seed 17daf,seed,Ler,wild type,--,PRJNA306014,5538070,0.2049,
GSM1972506,Ler ecotype Arabidopsis seed 21daf,seed,Ler,wild type,--,PRJNA306014,5241362,0.2174,
GSM1972507,abi3-5 mutant Arabidopsis seed 15daf,seed,Ler,abi3-5 mutant Arabidopsis seed 15daf,--,PRJNA306014,5112140,0.2371,
GSM1972508,abi3-5 mutant Arabidopsis seed 17daf,seed,Ler,abi3-5 mutant Arabidopsis seed 17daf,--,PRJNA306014,5180272,0.2447,
GSM1972509,abi3-5 mutant Arabidopsis seed 21daf,seed,Ler,abi3-5 mutant Arabidopsis seed 21daf,--,PRJNA306014,5678982,0.1878,
GSM1972510,abi3-1 mutant Arabidopsis seed 15daf,seed,Ler,abi3-1 mutant Arabidopsis seed 15daf,--,PRJNA306014,5963995,0.199,
GSM1972511,abi3-1 mutant Arabidopsis seed 17daf,seed,Ler,abi3-1 mutant Arabidopsis seed 17daf,--,PRJNA306014,4621130,0.228,
GSM1972512,abi3-1 mutant Arabidopsis seed 21daf,seed,Ler,abi3-1 mutant Arabidopsis seed 21daf,--,PRJNA306014,3632793,0.2244,
GSM1972513,col0 ecotype Arabidospsis seed 15daf,seed,Col-0,wild type,--,PRJNA306014,6365373,0.2742,
GSM1972514,col0 ecotype Arabidospsis seed 17daf,seed,Col-0,wild type,--,PRJNA306014,3510513,0.2742,
GSM1972515,col0 ecotype Arabidospsis seed 21daf,seed,Col-0,wild type,--,PRJNA306014,8101628,0.2789,
GSM1972516,fus3-3 mutant Arabidopsis seed 15daf,seed,Col-0,fus3-3 mutant Arabidopsis seed 15daf,--,PRJNA306014,11058194,0.2946,
GSM1972517,fus3-3 mutant Arabidopsis seed 17daf,seed,Col-0,fus3-3 mutant Arabidopsis seed 17daf,--,PRJNA306014,13368320,0.2939,
GSM1972518,fus3-3 mutant Arabidopsis seed 21daf,seed,Col-0,fus3-3 mutant Arabidopsis seed 21daf,--,PRJNA306014,7491466,0.2677,
GSM1978176,p4ox_16h_lbl replicate 1,seedlings,Col-0,35Spro,low blue,PRJNA255977,23768477,0.8871,
GSM1978177,p4ox_16h_lbl replicate 2,seedlings,Col-0,35Spro,low blue,PRJNA255977,22411121,0.9068,
GSM1978178,p4ox_16h_wl replicate 1,seedlings,Col-0,35Spro,white light,PRJNA255977,45475740,0.9168,
GSM1978179,p4ox_16h_wl replicate 2,seedlings,Col-0,35Spro,white light,PRJNA255977,25263443,0.9203,
GSM1978180,p5ox_16h_lbl replicate 1,seedlings,Col-0,35Spro,low blue,PRJNA255977,29289337,0.9203,
GSM1978181,p5ox_16h_lbl replicate 2,seedlings,Col-0,35Spro,low blue,PRJNA255977,25046121,0.9156,
GSM1978182,p5ox_16h_wl replicate 1,seedlings,Col-0,35Spro,white light,PRJNA255977,24700438,0.9198,
GSM1978183,p5ox_16h_wl replicate 2,seedlings,Col-0,35Spro,white light,PRJNA255977,27105196,0.9234,
GSM1978184,col_16h_lbl replicate 1,seedlings,Col-0,wild type,low blue-light 16h,PRJNA255977,26740122,0.9145,
GSM1978185,col_16h_lbl replicate 2,seedlings,Col-0,wild type,low blue-light 16h,PRJNA255977,22413765,0.9137,
GSM1978186,col_16h_wl replicate 1,seedlings,Col-0,wild type,Mock,PRJNA255977,18391594,0.9226,
GSM1978187,col_16h_wl replicate 2,seedlings,Col-0,wild type,Mock,PRJNA255977,24594183,0.9174,
GSM1979145,WT(Col0) rosette leaves,rosette leaf,Col-0,wild type,--,PRJNA306829,79408952,0.8418,
GSM1979146,AtTric1&2 dko rosette leaves,rosette leaf,Col-0,AtTric 1&2 dko,--,PRJNA306829,99160765,0.8484,
GSM1979147,AtTric1&2 dko seedlings,seedlings,Col-0,AtTric 1&2 dko,--,PRJNA306829,73507884,0.8376,
GSM1979148,WT(Col0) seedlings,seedlings,Col-0,wild type,--,PRJNA306829,84062384,0.8601,
GSM2024779,ddcc mutant post-mature green seeds biological replicate 1,seed,Col-0,ddcc,--,PRJNA307336,11209354,0.1215,
GSM2024780,ddcc mutant post-mature green seeds biological replicate 2,seed,Col-0,ddcc,--,PRJNA307336,6791111,0.2077,
GSM2024781,wild type post-mature green seeds biological replicate 1,seed,Col-0,wild type,--,PRJNA307336,10876252,0.3395,
GSM2024782,wild type post-mature green seeds biological replicate 2,seed,Col-0,wild type,--,PRJNA307336,10773818,0.141,
GSM2028154,Root_Pi+_polyA+_Rep1,root,Col-0,wild type,Mock,PRJNA308080,21607917,0.8881,
GSM2028155,Root_Pi+_polyA-_Rep1,root,Col-0,wild type,Mock,PRJNA308080,26611134,0.4549,
GSM2028156,Root_Pi-_polyA+_Rep1,root,Col-0,wild type,P-deHicient,PRJNA308080,18224202,0.7037,
GSM2028157,Root_Pi-_polyA-_Rep1,root,Col-0,wild type,P-deHicient,PRJNA308080,20723519,0.539,
GSM2028158,Shoot_Pi+_polyA+_Rep1,shoot,Col-0,wild type,Mock,PRJNA308080,12360875,0.9538,
GSM2028159,Shoot_Pi+_polyA-_Rep1,shoot,Col-0,wild type,Mock,PRJNA308080,16328594,0.9079,
GSM2028160,Shoot_Pi-_polyA+_Rep1,shoot,Col-0,wild type,P-deHicient,PRJNA308080,13077945,0.8956,
GSM2028161,Shoot_Pi-_polyA-_Rep1,shoot,Col-0,wild type,P-deHicient,PRJNA308080,11926420,0.9108,
